TABLE,COLUMN
EKPO,BSTAE
EKPO,REVLV
EKPO,GEBER
EKPO,FISTL
EKPO,FIPOS
EKPO,KO_GSBER
EKPO,KO_PARGB
EKPO,KO_PRCTR
EKPO,KO_PPRCTR
EKPO,MEPRF
EKPO,BRGEW
EKPO,VOLUM
EKPO,VOLEH
EKPO,INCO1
EKPO,INCO2
EKPO,VORAB
EKPO,KOLIF
EKPO,LTSNR
EKPO,PACKNO
EKPO,FPLNR
EKPO,GNETWR
EKPO,STAPO
EKPO,UEBPO
EKPO,LEWED
EKPO,EMLIF
EKPO,LBLKZ
EKPO,SATNR
EKPO,ATTYP
EKPO,VSART
EKPO,HANDOVERLOC
EKPO,KANBA
EKPO,ADRN2
EKPO,CUOBJ
EKPO,XERSY
EKPO,EILDT
EKPO,DRDAT
EKPO,DRUHR
EKPO,DRUNR
EKPO,AKTNR
EKPO,ABELN
EKPO,ABELP
EKPO,ANZPU
EKPO,PUNEI
EKPO,SAISO
EKPO,SAISJ
EKPO,EBON2
EKPO,EBON3
EKPO,EBONF
EKPO,MLMAA
EKPO,MHDRZ
EKPO,ANFNR
EKPO,ANFPS
EKPO,KZKFG
EKPO,USEQU
EKPO,UMSOK
EKPO,BANFN
EKPO,BNFPO
EKPO,MTART
EKPO,UPTYP
EKPO,UPVOR
EKPO,KZWI1
EKPO,KZWI2
EKPO,KZWI3
EKPO,KZWI4
EKPO,KZWI5
EKPO,KZWI6
EKPO,SIKGR
EKPO,MFZHI
EKPO,FFZHI
EKPO,RETPO
EKPO,AUREL
EKPO,BSGRU
EKPO,LFRET
EKPO,MFRGR
EKPO,NRFHG
EKPO,J_1BNBM
EKPO,J_1BMATUSE
EKPO,J_1BMATORG
EKPO,J_1BOWNPRO
EKPO,J_1BINDUST
EKPO,ABUEB
EKPO,NLABD
EKPO,NFABD
EKPO,KZBWS
EKPO,BONBA
EKPO,FABKZ
EKPO,J_1AINDXP
EKPO,J_1AIDATEP
EKPO,MPROF
EKPO,EGLKZ
EKPO,KZTLF
EKPO,KZFME
EKPO,RDPRF
EKPO,TECHS
EKPO,CHG_SRV
EKPO,CHG_FPLNR
EKPO,MFRPN
EKPO,MFRNR
EKPO,EMNFR
EKPO,NOVET
EKPO,AFNAM
EKPO,TZONRC
EKPO,IPRKZ
EKPO,LEBRE
EKPO,BERID
EKPO,XCONDITIONS
EKPO,APOMS
EKPO,CCOMP
EKPO,GRANT_NBR
EKPO,FKBER
EKPO,STATUS
EKPO,RESLO
EKPO,KBLNR
EKPO,KBLPOS
EKPO,WEORA
EKPO,SRV_BAS_COM
EKPO,PRIO_URG
EKPO,PRIO_REQ
EKPO,EMPST
EKPO,DIFF_INVOICE
EKPO,TRMRISK_RELEVANT
EKPO,SPE_ABGRU
EKPO,SPE_CRM_SO
EKPO,SPE_CRM_SO_ITEM
EKPO,SPE_CRM_REF_SO
EKPO,SPE_CRM_REF_ITEM
EKPO,SPE_CRM_FKREL
EKPO,SPE_CHNG_SYS
EKPO,SPE_INSMK_SRC
EKPO,SPE_CQ_CTRLTYPE
EKPO,SPE_CQ_NOCQ
EKPO,REASON_CODE
EKPO,CQU_SAR
EKPO,ANZSN
EKPO,SPE_EWM_DTC
EKPO,EXLIN
EKPO,EXSNR
EKPO,EHTYP
EKPO,RETPC
EKPO,DPTYP
EKPO,DPPCT
EKPO,DPAMT
EKPO,DPDAT
EKPO,FLS_RSTO
EKPO,EXT_RFX_NUMBER
EKPO,EXT_RFX_ITEM
EKPO,EXT_RFX_SYSTEM
EKPO,SRM_CONTRACT_ID
EKPO,SRM_CONTRACT_ITM
EKPO,BLK_REASON_ID
EKPO,BLK_REASON_TXT
EKPO,ITCONS
EKPO,FIXMG
EKPO,WABWE
EKPO,CMPL_DLV_ITM
EKPO,INCO2_L
EKPO,INCO3_L
EKPO,TC_AUT_DET
EKPO,MANUAL_TC_REASON
EKPO,FISCAL_INCENTIVE
EKPO,TAX_SUBJECT_ST
EKPO,FISCAL_INCENTIVE_ID
EKPO,SF_TXJCD
EKPO,/BEV1/NEGEN_ITEM
EKPO,/BEV1/NEDEPFREE
EKPO,/BEV1/NESTRUCCAT
EKPO,/CWM/WABWE
EKPO,ADVCODE
EKPO,BUDGET_PD
EKPO,EXCPE
EKPO,FMFGUS_KEY
EKPO,IUID_RELEVANT
EKPO,MRPIND
EKPO,OIPIPEVAL
EKPO,OIC_LIFNR
EKPO,OIC_DCITYC
EKPO,OIC_DCOUNC
EKPO,OIC_DREGIO
EKPO,OIC_DLAND1
EKPO,OIC_OCITYC
EKPO,OIC_OCOUNC
EKPO,OIC_OREGIO
EKPO,OIC_OLAND1
EKPO,OIC_PORGIN
EKPO,OIC_PDESTN
EKPO,OIC_PTRIP
EKPO,OIC_PBATCH
EKPO,OIC_MOT
EKPO,OIC_AORGIN
EKPO,OIC_ADESTN
EKPO,OIC_TRUCKN
EKPO,OIA_BASELO
EKPO,OITAXFROM
EKPO,OIHANTYP
EKPO,OIPRICIE
EKPO,OITAXTO
EKPO,OITAXCON
EKPO,OITAXGRP
EKPO,OIOILCON
EKPO,OIINEX
EKPO,OIEXGNUM
EKPO,OIEXGTYP
EKPO,OIFEETOT
EKPO,OIFEEDT
EKPO,OINETCYC
EKPO,OIFERP
EKPO,OIFEECH
EKPO,OIA_IPMVAT
EKPO,OIA_SPLTIV
EKPO,OIVATH
EKPO,OIVATF
EKPO,OISBREL
EKPO,OIBASPROD
EKPO,OITRKNR
EKPO,OITRKJR
EKPO,OIEXTNR
EKPO,OIITMNR
EKPO,OIFTIND
EKPO,OIPRIOP
EKPO,OITRIND
EKPO,OIGHNDL
EKPO,OIUMBAR
EKPO,OITXCON1
EKPO,OITXCON2
EKPO,OITXCON3
EKPO,OITXCON4
EKPO,OITXCON5
EKPO,OITXCON6
EKPO,OID_EXTBOL
EKPO,OID_MISCDL
EKPO,OIMATCYC
EKPO,OIEDOK
EKPO,OIEDBAL
EKPO,OIEDBALM
EKPO,OICERTF1
EKPO,OIDATFM1
EKPO,OIDATTO1
EKPO,OIH_LICTP
EKPO,OIH_LICIN
EKPO,OIH_LCFOL
EKPO,OIH_FOLQTY
EKPO,OIEDOK_GI
EKPO,OIEDBAL_GI
EKPO,OIEDBALM_GI
EKPO,OIHANTYP_GI
EKPO,OIINEX_GI
EKPO,OITAXGRP_GI
EKPO,OICERTF1_GI
EKPO,OIDATFM1_GI
EKPO,OIDATTO1_GI
EKPO,OIH_LICTP_GI
EKPO,OIH_LICIN_GI
EKPO,OIH_LCFOL_GI
EKPO,OIH_FOLQTY_GI
EKPO,OIO_RFBLN
EKPO,OIO_RFBLP
EKPO,SGT_SCAT
EKPO,SGT_RCAT
EKPO,ZZSRM_REQNO
EKPO,ZZSRM_REQPOS
EKPO,ZZSRM_REQDAT
EKPO,ZZ_UNSPSC
EKPO,ZZ_EAUKCIO
EKPO,ZZ_WERKS
EKPO,ZZ_VERLD
EKPO,ZZ_TAXIM
EKPO,ZZ_AKO
EKPO,ZZ_REACH_DATE
EKPO,ZZ_REACH_SDS_EX
EKPO,ZZ_REACH_SDS_NR
EKPO,ZZ_ITO
EKPO,ZZAUTOCONF
EKPO,ZZPRODUCTID
EKPO,ZZAUTOPO
EKPO,ZZALEPH_PERSNUM
EKPO,ZZALEPH_PERSNAME
EKPO,ZZGHPC
EKPO,ZZGMM_VATREL
EKPO,ZZGMM_PROPREL
EKPO,ZZGMM_REVERSETAX
EKPO,ZZ_PCTYPE
EKPO,REFSITE
EKPO,REF_ITEM
EKPO,SOURCE_ID
EKPO,SOURCE_KEY
EKPO,PUT_BACK
EKPO,POL_ID
EKPO,CONS_ORDER
T370K_T,MANDT
T370K_T,SPRAS
T370K_T,EQART
T370K_T,EARTX
Activity,Id
Activity,MainOperationId
Activity,SourceId
Activity,Name
Activity,ParameterDescription
Activity,PlannedDuration
Activity,NormType
Activity,OfferedDuration
Activity,Quantity
Activity,SapParamId
Activity,ElementKey
Activity,UpdateFlag
Activity,CreatedAt
Activity,CreatedBy
Activity,LastModAt
Activity,LastModBy
Activity,ExProtectedMod
Activity,HandOpLifting
Activity,MediumMaterial
Activity,Multiple1
Activity,NumberOfPieces
Activity,Onsite
Activity,QuantityFactor
Activity,VendorCompanyCode
Activity,WinnerDuration
Activity,SapInternalId
Activity,Order
ActivityOld,Id
ActivityOld,ActivityId
ActivityOld,Fieldname
ActivityOld,OldValue
ActivityToVendor,Id
ActivityToVendor,ActivityId
ActivityToVendor,VendorCompanyCode
ActivityToVendor,OfferValue
ActivityToVendor,ParameterDescription
ActivityToVendor,SapParamId
ActivityToVendor,ElementKey
ActivityToVendor,CreatedAt
ActivityToVendor,CreatedBy
ActivityToVendor,LastModAt
ActivityToVendor,LastModBy
ActivityToVendor,Order
ActivityToVendor,Quantity
Attachment,Id
Attachment,PackageId
Attachment,AttachmentType
Attachment,AttachmentSize
Attachment,UploaderName
Attachment,CompanyName
Attachment,CompanyCode
Attachment,AttachmentDocId
Attachment,Repository
Attachment,FileName
Attachment,SendToPlanningTool
Attachment,SapObject
Attachment,ObjectId
Attachment,CreatorSapId
Attachment,Description
Attachment,CreatedAt
Attachment,CreatedBy
Attachment,LastModAt
Attachment,LastModBy
Bid,Id
Bid,PackageId
Bid,ContractItemId
Bid,VendorCompanyCode
Bid,PreviousStatus
Bid,Status
Bid,IsSelected
Bid,SubmittedTimeStamp
Bid,CreatedAt
Bid,CreatedBy
Bid,LastModAt
Bid,LastModBy
Bid,BidReasonCodeId
Bid,BidReasonText
Bid,CustomText
Bid,PlannedDurationVisible
BidReasonCode,Id
BidReasonCode,ReasonCodeHu
BidReasonCode,ReasonCodeEn
BidReasonCode,ReasonCodeSk
BidReasonCode,IsCustom
BidReasonCode,BidReason
ChangeLogs,Id
ChangeLogs,ActionCode
ChangeLogs,ObjectType
ChangeLogs,ObjectId
ChangeLogs,PropertyName
ChangeLogs,PreviousValue
ChangeLogs,CurrentValue
ChangeLogs,CreatedAt
ChangeLogs,CreatedBy
ChangeLogs,LastModAt
ChangeLogs,LastModBy
Component,Id
Component,MainOperationId
Component,MainOperationSourceId
Component,MaterialNumber
Component,ShortText
Component,Amount
Component,UnitOfMeasure
Component,ItemType
Component,Warehouse
Component,Charge
Component,Plant
Component,UpdateFlag
Component,FromSap
Component,CreatedAt
Component,CreatedBy
Component,LastModAt
Component,LastModBy
ComponentOld,Id
ComponentOld,ComponentId
ComponentOld,Fieldname
ComponentOld,OldValue
Condition,Id
Condition,PackageId
Condition,HseRelevant
Condition,DangerZone
Condition,Organized
Condition,ServicePlan
Condition,MaterialPlan
Condition,PartialInvoicing
Condition,OrganizedWhen
Condition,Milestones
Condition,OtherInformation
Condition,EstimatedCost
Condition,CreatedAt
Condition,CreatedBy
Condition,LastModAt
Condition,LastModBy
ContractItem,Id
ContractItem,ContractHeadId
ContractItem,SourceId
ContractItem,DeletionIndicator
ContractItem,ShortText
ContractItem,MaterialGroup
ContractItem,Material
ContractItem,PackNumber
ContractItem,CreatedAt
ContractItem,CreatedBy
ContractItem,LastModAt
ContractItem,LastModBy
ContractsHead,Id
ContractsHead,SourceId
ContractsHead,CompanyCode
ContractsHead,VendorCompanyCode
ContractsHead,VendorCompanyName
ContractsHead,ValidityStart
ContractsHead,ValidityEnd
ContractsHead,Currency
ContractsHead,TargetValue
ContractsHead,NetValue
ContractsHead,DeletionIndicator
ContractsHead,Defect
ContractsHead,SourcingCategory
ContractsHead,Subject
ContractsHead,OurField
ContractsHead,CreatedAt
ContractsHead,CreatedBy
ContractsHead,LastModAt
ContractsHead,LastModBy
ContractsPack,Id
ContractsPack,ContractItemId
ContractsPack,SourceId
ContractsPack,PackNr
ContractsPack,SubPackNr
ContractsPack,ShortText
ContractsPack,PriceModIndicator
ContractsPack,UnitMeasure
ContractsPack,ServiceCategory
ContractsPack,ValuationClass
ContractsPack,GrossPrice
ContractsPack,CreatedAt
ContractsPack,CreatedBy
ContractsPack,LastModAt
ContractsPack,LastModBy
ContractsPack,ExtRow
ContractsPack,IntRow
ContractsPack,IsDeleted
ContractsPart,Id
ContractsPart,ContractHeadId
ContractsPart,Function
ContractsPart,VendorCompanyCode
ContractsPart,VendorCompanyName
ContractsPart,CreatedAt
ContractsPart,CreatedBy
ContractsPart,LastModAt
ContractsPart,LastModBy
ContractsPart,DeletionIndicator
EmailTemplates,Id
EmailTemplates,TemplateName
EmailTemplates,Subject
EmailTemplates,Body
EmailTemplates,MandatoryCCs
EvaluationCriteria,Id
EvaluationCriteria,PackageId
EvaluationCriteria,EvaluationType
EvaluationCriteria,PriceWeight
EvaluationCriteria,DeadlineWeight
EvaluationCriteria,TechnicalWeight
EvaluationCriteria,ReferenceWeight
EvaluationCriteria,OtherWeight
EvaluationCriteria,OtherDescription
EvaluationCriteria,Reason
EvaluationCriteria,ApproveDate
EvaluationCriteria,BonitaNumber
EvaluationCriteria,Winner
EvaluationCriteria,Status
EvaluationCriteria,ProposedPartner
EvaluationCriteria,ReasonOfExclusionFromCompetition
EvaluationCriteria,CreatedAt
EvaluationCriteria,CreatedBy
EvaluationCriteria,LastModAt
EvaluationCriteria,LastModBy
EvaluationCriteria,DemandNumber
EvaluationCriteria,EvaluationStatus
EvaluationCriteria,WinnerSupplier
HseRelevantActivity,Id
HseRelevantActivity,Code
HseRelevantActivity,Order
HseRisk,Id
HseRisk,HseRisk
HseRisk,Order
Instruction,Id
Instruction,MainOperationId
Instruction,UpdateFlag
Instruction,ObjectId
Instruction,InstructionType
Instruction,LongText
Instruction,TagColumn
Instruction,CreatedAt
Instruction,CreatedBy
Instruction,LastModAt
Instruction,LastModBy
InstructionOld,Id
InstructionOld,InstructionId
InstructionOld,Fieldname
InstructionOld,OldValue
MainOperation,Id
MainOperation,SourceId
MainOperation,TechnicalPlanId
MainOperation,PackageId
MainOperation,UpdateFlag
MainOperation,StartDateProposal
MainOperation,EndDateProposal
MainOperation,WinnerDuration
MainOperation,ShortText
MainOperation,ShortText2
MainOperation,WorkCenter
MainOperation,MaterialGroup
MainOperation,ResourcePlannedPersonMin
MainOperation,ResourcePlannedPersonMax
MainOperation,MinimalShiftLength
MainOperation,SettlementType
MainOperation,ProcurementInvolved
MainOperation,CreatedAt
MainOperation,CreatedBy
MainOperation,LastModAt
MainOperation,LastModBy
MainOperation,EndDate
MainOperation,StartDate
MainOperation,WinnerVendorCompanyCode
MainOperation,RemovedFromPackageId
MainOperation,ChangeDate
MainOperationOld,Id
MainOperationOld,MainOperationId
MainOperationOld,Fieldname
MainOperationOld,OldValue
MainOperationToVendor,Id
MainOperationToVendor,MainOperationId
MainOperationToVendor,VendorCompanyCode
MainOperationToVendor,StartDate
MainOperationToVendor,EndDate
MainOperationToVendor,CreatedAt
MainOperationToVendor,CreatedBy
MainOperationToVendor,LastModAt
MainOperationToVendor,LastModBy
MainOperationToVendor,PackageId
MaterialFees,Id
MaterialFees,ContractItemId
MaterialFees,Fee
MaterialFees,ValidFrom
MaterialFees,ValidUntil
MaterialPriceCaps,Id
MaterialPriceCaps,Currency
MaterialPriceCaps,Cap
MaterialPriceCaps,CompanyCode
MaterialPriceLists,Id
MaterialPriceLists,ContractPackId
MaterialPriceLists,MaterialDescription
MaterialPriceLists,UnitOfMeasure
MaterialPriceLists,Price
MaterialPriceLists,PriceAfterDiscount
MaterialPriceLists,ContractedStockItemType
MaterialPriceLists,SapItem
MaterialPriceLists,SupplierItemCode
MaterialPriceLists,ValidFrom
MaterialPriceLists,ValidUntil
MaterialPriceLists,Fee
Materials,Id
Materials,BidId
Materials,MaterialName
Materials,Unit
Materials,FeePerUnit
Materials,Quantity
Materials,Price
Materials,ProductName
Materials,MaterialSize
Materials,Manufacturer
Materials,Power
Materials,Weight
Materials,Color
Materials,CreatedAt
Materials,CreatedBy
Materials,LastModAt
Materials,LastModBy
Materials,ContractPackId
Materials,AdditionalInfos
Materials,Comments
Materials,ContractedStockItemType
Materials,CreationType
Materials,ExternalMaterialNumber
Materials,Fee
Materials,SapMaterialNumber
Materials,Subcontractor
Materials,SupplierItemCode
Materials,TotalPriceWithFee
Message,Id
Message,BidId
Message,FirstName
Message,LastName
Message,Text
Message,IsSeen
Message,IsVendor
Message,CreatedAt
Message,CreatedBy
Message,LastModAt
Message,LastModBy
Package,Id
Package,SourceId
Package,TechnicalPlanId
Package,ConnectionId
Package,UpdateFlag
Package,TechnicalPlannerSourceId
Package,TechnicalPlannerName
Package,TechnicalPlannerEmail
Package,ResourceType
Package,PreviousStatus
Package,Status
Package,PublishTimeStamp
Package,WizardSteps
Package,HseRiskIds
Package,HseRelevantActivityIds
Package,LongText
Package,CreatedAt
Package,CreatedBy
Package,LastModAt
Package,LastModBy
Package,IsUnderModification
Package,PlannerFreeText
PackageOld,Id
PackageOld,PackageId
PackageOld,Fieldname
PackageOld,OldValue
PackageWizardContractor,Id
PackageWizardContractor,PackageId
PackageWizardContractor,ContractItemId
PackageWizardContractor,ContractHeadSourceId
PackageWizardContractor,ContractItemSourceId
PackageWizardContractor,UpdateFlag
PackageWizardContractor,PlannedDurationVisible
PackageWizardContractor,CreatedAt
PackageWizardContractor,CreatedBy
PackageWizardContractor,LastModAt
PackageWizardContractor,LastModBy
PurchaseOrderHead,Id
PurchaseOrderHead,SourceId
PurchaseOrderHead,CompanyCode
PurchaseOrderHead,SystemId
PurchaseOrderHead,Currency
PurchaseOrderHead,Discount
PurchaseOrderHead,InsertDate
PurchaseOrderHead,CreatedAt
PurchaseOrderHead,CreatedBy
PurchaseOrderHead,LastModAt
PurchaseOrderHead,LastModBy
PurchaseOrderItem,Id
PurchaseOrderItem,PurchaseOrderHeadId
PurchaseOrderItem,SapSystemId
PurchaseOrderItem,PoMaterialGroup
PurchaseOrderItem,PoPriceUnit
PurchaseOrderItem,PoRelatedWorkOrderNumber
PurchaseOrderItem,CreatedAt
PurchaseOrderItem,CreatedBy
PurchaseOrderItem,LastModAt
PurchaseOrderItem,LastModBy
PurchaseOrderItem,PackageId
PurchaseOrderItem,SapPackNr
PurchaseOrderItem,ContractItemId
PurchaseOrderItem,PoItemNumber
PurchaseOrderItem,PoNumber
PurchaseOrderItem,DeliveryCompleted
PurchaseOrderItem,PartnerEmail
PurchaseOrderItem,PartnerName
PurchaseOrderItem,PartnerUserId
PurchaseOrderItem,RevisionCode
PurchaseOrderItem,ShortText
PurchaseOrderItem,DeletionIndicator
PurchaseOrderSubItem,Id
PurchaseOrderSubItem,PurchaseOrderItemId
PurchaseOrderSubItem,SapSystemId
PurchaseOrderSubItem,PoNumber
PurchaseOrderSubItem,PoItemNumber
PurchaseOrderSubItem,PackageNumber
PurchaseOrderSubItem,PoQuantity
PurchaseOrderSubItem,ServiciesGrossPrice
PurchaseOrderSubItem,PriceModificationFlag
PurchaseOrderSubItem,ServiciesItem
PurchaseOrderSubItem,ServiciesNumber
PurchaseOrderSubItem,ServiciesShortText
PurchaseOrderSubItem,PoUnit
PurchaseOrderSubItem,CreatedAt
PurchaseOrderSubItem,CreatedBy
PurchaseOrderSubItem,LastModAt
PurchaseOrderSubItem,LastModBy
PurchaseOrderSubItem,ContractPackId
PurchaseOrderSubItem,Discount
PurchaseOrderSubItem,IsDeleted
PurchaseOrderSubItem,PoIntRow
ServiceToVendor,Id
ServiceToVendor,ContractsPackId
ServiceToVendor,BidId
ServiceToVendor,Quantity
ServiceToVendor,Discount
ServiceToVendor,Sumprice
ServiceToVendor,CreatedAt
ServiceToVendor,CreatedBy
ServiceToVendor,LastModAt
ServiceToVendor,LastModBy
ServiceToVendor,GrossPrice
Ses,Id
Ses,PackageId
Ses,Status
Ses,CreatedAt
Ses,CreatedBy
Ses,LastModAt
Ses,LastModBy
Ses,PurchaseOrderItemId
Ses,ReasonCodeId
Ses,ReasonCodeText
Ses,SapMessage
Ses,SourceId
Ses,ApprovalDate
Ses,ExternalPrep
Ses,FinishDate
Ses,PlannerFreeText
Ses,PostingDate
Ses,StartDate
Ses,VendorFreeText
Ses,FinalEntry
SesActivity,Id
SesActivity,SesMainOperationId
SesActivity,Name
SesActivity,ParameterDescription
SesActivity,FactDuration
SesActivity,FactQuantity
SesActivity,OfferedQuantity
SesActivity,VendorCompanyCode
SesActivity,CreatedAt
SesActivity,CreatedBy
SesActivity,LastModAt
SesActivity,LastModBy
SesActivity,OfferedDuration
SesActivity,FromSes
SesActivity,Order
SesAttachments,Id
SesAttachments,AttachmentType
SesAttachments,AttachmentSize
SesAttachments,UploaderName
SesAttachments,CompanyName
SesAttachments,CompanyCode
SesAttachments,AttachmentDocId
SesAttachments,Repository
SesAttachments,FileName
SesAttachments,Description
SesAttachments,CreatedAt
SesAttachments,CreatedBy
SesAttachments,LastModAt
SesAttachments,LastModBy
SesAttachments,SesId
SesMainOperation,Id
SesMainOperation,SourceId
SesMainOperation,SesId
SesMainOperation,TotalDuration
SesMainOperation,QuoteDuration
SesMainOperation,ShortText
SesMainOperation,CreatedAt
SesMainOperation,CreatedBy
SesMainOperation,LastModAt
SesMainOperation,LastModBy
SesMainOperation,FromSes
SesMainOperation,Order
SesMaterials,Id
SesMaterials,SesServiceId
SesMaterials,MaterialName
SesMaterials,Unit
SesMaterials,FeePerUnit
SesMaterials,Quantity
SesMaterials,Price
SesMaterials,ProductName
SesMaterials,MaterialSize
SesMaterials,Manufacturer
SesMaterials,Power
SesMaterials,Weight
SesMaterials,Color
SesMaterials,CreatedAt
SesMaterials,CreatedBy
SesMaterials,LastModAt
SesMaterials,LastModBy
SesMaterials,AdditionalInfos
SesMaterials,Comments
SesMaterials,ContractedStockItemType
SesMaterials,CreationType
SesMaterials,ExternalMaterialNumber
SesMaterials,Fee
SesMaterials,SapMaterialNumber
SesMaterials,Subcontractor
SesMaterials,SupplierItemCode
SesMaterials,TotalPriceWithFee
SesMessage,Id
SesMessage,SesId
SesMessage,FirstName
SesMessage,LastName
SesMessage,Text
SesMessage,IsSeen
SesMessage,IsVendor
SesMessage,CreatedAt
SesMessage,CreatedBy
SesMessage,LastModAt
SesMessage,LastModBy
SesService,Id
SesService,ContractPackId
SesService,PurchaseOrderSubItemId
SesService,SesId
SesService,Quantity
SesService,UnitPrice
SesService,VendorCompanyCode
SesService,CreatedAt
SesService,CreatedBy
SesService,LastModAt
SesService,LastModBy
SesService,PriceModificationFlag
SesService,Discount
SubContractorToBid,Id
SubContractorToBid,BidId
SubContractorToBid,CustomSubcontractor
SubContractorToBid,ContractsPartnerId
SubContractorToBid,CreatedAt
SubContractorToBid,CreatedBy
SubContractorToBid,LastModAt
SubContractorToBid,LastModBy
SubContractorToBid,PackageId
Substitution,Id
Substitution,MainPlannerId
Substitution,MainPlannerEmail
Substitution,MainPlannerName
Substitution,SubstitutedPlannerId
Substitution,SubstitutedPlannerEmail
Substitution,SubstitutedPlannerName
Substitution,BeginDate
Substitution,EndDate
TechnicalPlan,Id
TechnicalPlan,SourceId
TechnicalPlan,MainPlannerSourceId
TechnicalPlan,MainPlannerName
TechnicalPlan,MainPlannerEmail
TechnicalPlan,DelegatedMainPlannerSourceId
TechnicalPlan,DelegatedMainPlannerName
TechnicalPlan,DelegatedMainPlannerEmail
TechnicalPlan,CompanyCode
TechnicalPlan,PreviousStatusCode
TechnicalPlan,StatusCode
TechnicalPlan,TodoId
TechnicalPlan,RevisionCode
TechnicalPlan,UpdateFlag
TechnicalPlan,ConnectionId
TechnicalPlan,Description
TechnicalPlan,QuotationDeadline
TechnicalPlan,Comment
TechnicalPlan,ResourcePlanId
TechnicalPlan,Plant
TechnicalPlan,Workshop
TechnicalPlan,Equipment
TechnicalPlan,EquipmentShortText
TechnicalPlan,FunctionalLocation
TechnicalPlan,FunctionalLocationShortText
TechnicalPlan,BusinessUnit
TechnicalPlan,PriceCalType
TechnicalPlan,ComplexId
TechnicalPlan,Location
TechnicalPlan,CreatedAt
TechnicalPlan,CreatedBy
TechnicalPlan,LastModAt
TechnicalPlan,LastModBy
TechnicalPlan,IsDeadlineJobFinished
TechnicalPlan,IsEmailJobFinished
TechnicalPlan,PlannerFreeText
TechnicalPlan,SentToSapDate
TechnicalPlanOld,Id
TechnicalPlanOld,TechnicalPlanId
TechnicalPlanOld,Fieldname
TechnicalPlanOld,OldValue
User,Id
User,LoginName
User,CustomerCode
User,IsActive
User,CreatedAt
User,CreatedBy
User,LastModAt
User,LastModBy
User,Email
User,Subsidiary
/MRSS/D_ASGN_INF,MANDT
/MRSS/D_ASGN_INF,ASSIGNMENT_KEY
/MRSS/D_ASGN_INF,ASS_PROB
/MRSS/D_ASGN_INF,NO_TRAVEL_COST
/MRSS/D_ASGN_INF,MOBILE_INDICATOR
/MRSS/D_ASGN_INF,ASS_SUPERVISOR
/MRSS/D_ASGN_INF,RES_UTIL_RAT
/MRSS/D_ASGN_INF,RES_UTIL_RAT_ORG
/MRSS/D_ASGN_INF,TIME_RULE_ID
/MRSS/D_ASGN_INF,IS_CHILD
/MRSS/D_ASGN_INF,SETTLEMENT_TYPE
/MRSS/D_ASGN_INF,SPLIT_NUMBER
/MRSS/D_ASGN_INF,ASSIGNMENT_TYPE
/MRSS/D_ASGN_INF,TRAVEL_TIME_MODE
/MRSS/D_ASGN_INF,TRV_DISPLAY_TO
/MRSS/D_ASGN_INF,TRV_DISPLAY_FROM
/MRSS/D_ASGN_INF,IS_RES_FIXED
/MRSS/D_ASGN_INF,IS_DATE_FIXED
/MRSS/D_ASGN_INF,MULT_SLOTS
/MRSS/D_ASGN_INF,ASG_FOLLOWS_DEM
/MRSS/D_ASGN_INF,DUMMY
/MRSS/D_BAS_ASG,MANDT
/MRSS/D_BAS_ASG,GUID
/MRSS/D_BAS_ASG,ASSIGNMENT_KEY
/MRSS/D_BAS_ASG,DEMAND_KEY
/MRSS/D_BAS_ASG,RESOURCE_KEY
/MRSS/D_BAS_ASG,BEG_TSTMP
/MRSS/D_BAS_ASG,END_TSTMP
/MRSS/D_BAS_ASG,DURATION
/MRSS/D_BAS_ASG,REMAINING_DUR
/MRSS/D_BAS_ASG,PARENT_KEY
/MRSS/D_BAS_ASG,ROOT_KEY
/MRSS/D_BAS_ASG,BOOKING_TYPE
/MRSS/D_BAS_ASG,CONCRETE
/MRSS/D_BAS_ASG,WTIME_BASED
/MRSS/D_BAS_ASG,RULE_BASED
/MRSS/D_BAS_ASG,PLANNING_TYPE
/MRSS/D_BAS_ASG,PLANNING_UNIT
/MRSS/D_BAS_ASG,APPL_STATUS
/MRSS/D_BAS_ASG,CREATED_BY
/MRSS/D_BAS_ASG,CREATED_AWTYP
/MRSS/D_BAS_ASG,CREATED_LOGSYS
/MRSS/D_BAS_ASG,CREATED
/MRSS/D_BAS_ASG,CHANGED_BY
/MRSS/D_BAS_ASG,CHANGED
/MRSS/D_BAS_ASG,CHANGED_AWTYP
/MRSS/D_BAS_ASG,CHANGED_LOGSYS
/MRSS/D_BAS_ASG,DESCRIPTION
/MRSS/D_BAS_ASG,RES_UTIL_RATIO
/MRSS/D_BAS_ASG,RES_UTIL_ORIGIN
/MRSS/D_BAS_ASG,RES_TYPE
/MRSS/D_BAS_RES,MANDT
/MRSS/D_BAS_RES,GUID
/MRSS/D_BAS_RES,RESOURCE_GUID
/MRSS/D_BAS_RES,RESOURCE_KEY
/MRSS/D_BAS_RES,RESOURCE_TYPE
/MRSS/D_BAS_RES,DESCRIPTION
/MRSS/D_BAS_RES,AWTYP
/MRSS/D_BAS_RES,LOGSYS
/MRSS/D_BAS_RES,CREATED_AT
/MRSS/D_BAS_RES,CHANGED_AT
/MRSS/D_BAS_RES,CREATED_BY
/MRSS/D_BAS_RES,CHANGED_BY
/MRSS/D_BAS_RES,SOURCE_TYPE
/MRSS/D_BAS_RES,HIRING_DATE
/MRSS/D_BAS_RES,LEAVING_DATE
/MRSS/D_BAS_RES,CONFIDENTIAL
